Date,Daily_Confirmed,False_Positives_Found,Cumulative_Confirmed,Daily_Discharged,Passed_but_not_due_to_COVID,Cumulative_Discharged,Discharged_to_Isolation,Still_Hospitalised,Daily_Deaths,Cumulative_Deaths,Tested_positive_demise,Daily_Imported,Daily_Local_transmission,Local_cases_residing_in_dorms_MOH_report,Local_cases_not_residing_in_doms_MOH_report,Intensive_Care_Unit_(ICU),General_Wards_MOH_report,In_Isolation_MOH_report,Total_Completed_Isolation_MOH_report,Total_Hospital_Discharged_MOH_report
2020-10-22,8,0,57941,8,0,57851,45,9,0,28,0,7,1,1,0,0,45,39,55286,2543
2020-10-23,10,0,57951,3,0,57854,39,22,0,28,0,10,0,0,0,0,52,39,55289,2543
2020-10-24,14,0,57965,12,0,57866,40,23,0,28,0,11,3,1,2,0,53,40,55293,2551
2020-10-25,5,0,57970,14,0,57880,33,21,0,28,0,3,2,2,0,0,51,33,55301,2557
2020-10-26,3,0,57973,21,0,57901,23,13,0,28,0,2,1,1,0,0,43,23,55311,2568
2020-10-27,7,0,57980,4,0,57905,26,13,0,28,0,6,1,0,1,0,43,26,55312,2571
2020-10-28,7,0,57987,7,0,57912,29,10,0,28,0,7,0,0,0,0,40,29,55316,2574
2020-10-29,7,0,57994,9,0,57921,30,7,0,28,0,7,0,0,0,0,37,30,55317,2582
2020-10-30,9,0,58003,10,0,57931,24,12,0,28,0,7,2,1,1,0,42,24,55326,2583
2020-10-31,12,0,58015,4,0,57935,32,12,0,28,0,12,0,0,0,0,42,32,55327,2586
2020-11-01,4,0,58019,11,0,57946,21,16,0,28,0,4,0,0,0,0,46,21,55331,2593
2020-11-02,1,0,58020,0,0,57946,22,16,0,28,0,1,0,0,0,0,46,22,55331,2593
2020-11-03,9,0,58029,13,0,57959,26,8,0,28,0,7,2,2,0,0,38,26,55334,2603
2020-11-04,7,0,58036,1,0,57960,26,14,0,28,0,5,2,2,0,0,44,26,55335,2603
2020-11-05,7,0,58043,11,0,57971,26,10,0,28,0,6,1,0,1,0,40,26,55339,2610
2020-11-06,4,0,58047,10,0,57981,24,6,0,28,0,4,0,0,0,0,36,24,55343,2616
2020-11-07,7,0,58054,9,0,57990,24,4,0,28,0,7,0,0,0,0,34,24,55345,2623
2020-11-08,2,0,58056,7,0,57997,20,3,0,28,0,2,0,0,0,0,33,20,55348,2627
2020-11-09,8,0,58064,6,0,58003,21,4,0,28,0,8,0,0,0,0,34,21,55353,2628
2020-11-10,9,0,58073,4,0,58007,20,10,0,28,0,7,2,1,1,0,40,20,55355,2630
2020-11-11,18,0,58091,5,0,58012,40,3,0,28,0,18,0,0,0,0,33,40,55358,2632
2020-11-12,11,0,58102,12,0,58024,24,18,0,28,0,11,0,0,0,0,48,24,55363,2639
2020-11-13,12,0,58114,6,0,58030,28,20,0,28,0,12,0,0,0,0,50,28,55365,2643
2020-11-14,2,0,58116,11,0,58041,22,17,0,28,0,2,0,0,0,0,47,22,55366,2653
2020-11-15,3,0,58119,10,0,58051,21,11,0,28,0,3,0,0,0,0,41,21,55369,2660
2020-11-16,5,0,58124,4,0,58055,23,10,0,28,0,5,0,0,0,0,40,23,55369,2664
2020-11-17,6,0,58130,6,0,58061,26,7,0,28,0,6,0,0,0,0,37,26,55370,2669
2020-11-18,5,0,58135,7,0,58068,28,3,0,28,0,5,0,0,0,0,33,28,55375,2671
2020-11-19,4,0,58139,6,0,58074,31,-2,0,28,0,4,0,0,0,1,27,31,55378,2674
2020-11-20,4,0,58143,6,0,58080,31,-4,0,28,0,4,0,0,0,1,25,31,55381,2677
2020-11-21,5,0,58148,6,0,58086,34,-8,0,28,0,5,0,0,0,1,21,34,55384,2680
2020-11-22,12,0,58160,3,0,58089,39,-4,0,28,0,12,0,0,0,1,25,39,55387,2680
2020-11-23,5,0,58165,4,0,58093,30,6,0,28,0,5,0,0,0,1,35,30,55389,2682
2020-11-24,18,0,58183,8,0,58101,39,7,0,28,0,18,0,0,0,1,36,39,55394,2685
2020-11-25,7,0,58190,12,0,58113,29,12,0,28,0,7,0,0,0,1,41,29,55399,2692
2020-11-26,5,0,58195,13,0,58126,20,13,0,28,0,4,1,0,1,1,42,20,55407,2697
2020-11-27,4,0,58199,7,0,58133,29,1,0,28,0,4,0,0,0,1,30,29,55407,2704
2020-11-28,6,0,58205,8,0,58141,25,2,1,29,0,5,1,0,1,0,32,25,55409,2710
2020-11-29,8,0,58213,5,0,58146,29,1,0,29,0,7,1,0,1,0,31,29,55410,2714
2020-11-30,5,0,58218,10,0,58156,26,-1,0,29,0,4,1,0,1,0,29,26,55417,2717
2020-12-01,10,0,58228,5,0,58161,31,-1,0,29,0,8,2,1,1,0,29,31,55421,2718
2020-12-02,2,0,58230,5,0,58166,29,-2,0,29,0,2,0,0,0,0,28,29,55424,2720
2020-12-03,9,0,58239,1,0,58167,39,-4,0,29,0,8,1,1,0,0,26,39,55424,2721
2020-12-04,3,0,58242,7,0,58174,33,-2,0,29,0,3,0,0,0,0,28,33,55430,2722
2020-12-05,13,0,58255,6,0,58180,42,-4,0,29,0,12,1,0,1,0,26,42,55435,2723
2020-12-06,5,0,58260,2,0,58182,44,-3,0,29,0,5,0,0,0,0,27,44,55436,2724
2020-12-07,13,0,58273,8,0,58190,48,-2,0,29,0,13,0,0,0,0,28,48,55442,2726
2020-12-08,12,0,58285,8,0,58198,57,-7,0,29,0,12,0,0,0,0,23,57,55448,2728
2020-12-09,6,0,58291,6,0,58204,60,-10,0,29,0,6,0,0,0,0,20,60,55448,2734
2020-12-10,6,0,58297,6,0,58210,60,-10,0,29,0,6,0,0,0,0,20,60,55453,2735
2020-12-11,8,0,58305,4,0,58214,55,-1,0,29,0,7,1,1,0,0,29,55,55456,2736
2020-12-12,8,0,58313,5,0,58219,59,-2,0,29,0,8,0,0,0,0,28,59,55459,2738
2020-12-13,7,0,58320,11,0,58230,62,-9,0,29,0,7,0,0,0,0,21,62,55465,2743
2020-12-14,5,0,58325,2,0,58232,64,-8,0,29,0,5,0,0,0,0,22,64,55465,2745
2020-12-15,16,0,58341,23,0,58255,54,-5,0,29,0,15,1,1,0,0,25,54,55485,2748
2020-12-16,12,0,58353,5,0,58260,61,-5,0,29,0,12,0,0,0,0,25,61,55489,2749
2020-12-17,24,0,58377,14,0,58274,63,3,0,29,0,24,0,0,0,0,33,63,55497,2755
2020-12-18,9,0,58386,13,0,58287,56,6,0,29,0,9,0,0,0,0,36,56,55502,2763
2020-12-19,17,0,58403,9,0,58296,62,8,0,29,0,17,0,0,0,0,38,62,55507,2767
2020-12-20,19,0,58422,5,0,58301,71,13,0,29,0,19,0,0,0,0,43,71,55511,2768
2020-12-21,10,0,58432,8,0,58309,70,16,0,29,0,9,1,0,1,0,46,70,55518,2769
2020-12-22,29,0,58461,17,0,58326,81,17,0,29,0,29,0,0,0,0,47,81,55528,2776
2020-12-23,21,0,58482,18,0,58344,97,4,0,29,0,21,0,0,0,0,34,97,55537,2785
2020-12-24,13,0,58495,10,0,58354,98,6,0,29,0,13,0,0,0,0,36,98,55542,2790
2020-12-25,14,0,58509,20,0,58374,97,1,0,29,0,14,0,0,0,0,31,97,55558,2794
2020-12-26,10,0,58519,10,0,58384,91,7,0,29,0,10,0,0,0,0,37,91,55563,2799
2020-12-27,5,0,58524,8,0,58392,94,1,0,29,0,5,0,0,0,0,31,94,55567,2803
2020-12-28,5,0,58529,16,0,58408,79,5,0,29,0,4,1,0,1,0,35,79,55579,2807
2020-12-29,13,0,58542,14,0,58422,76,7,0,29,0,13,0,0,0,0,37,76,55586,2814
2020-12-30,27,0,58569,11,0,58433,77,22,0,29,0,26,1,0,1,0,52,77,55595,2816
2020-12-31,30,0,58599,38,0,58471,64,27,0,29,0,25,5,0,5,1,56,64,55622,2827
2021-01-01,30,0,58629,10,0,58481,85,26,0,29,0,27,3,0,3,1,55,85,55624,2835
2021-01-02,33,0,58662,17,0,58498,96,31,0,29,0,33,0,0,0,1,60,96,55629,2847
2021-01-03,35,0,58697,11,0,58509,117,34,0,29,0,35,0,0,0,1,63,117,55631,2856
2021-01-04,24,0,58721,10,0,58519,128,37,0,29,0,24,0,0,0,1,66,128,55634,2863
2021-01-05,28,0,58749,20,0,58539,143,30,0,29,0,26,2,0,2,1,59,143,55641,2876
2021-01-06,31,0,58780,24,0,58563,146,34,0,29,0,29,2,0,2,1,63,146,55657,2884
2021-01-07,33,0,58813,21,0,58584,161,31,0,29,0,31,2,0,2,1,60,161,55674,2888
2021-01-08,23,0,58836,18,0,58602,166,31,0,29,0,21,2,0,2,1,60,166,55683,2897
2021-01-09,29,0,58865,31,0,58633,158,37,0,29,0,29,0,0,0,1,66,158,55709,2902
2021-01-10,42,0,58907,25,0,58658,182,30,0,29,0,42,0,0,0,1,59,182,55722,2914
2021-01-11,22,0,58929,32,0,58690,165,37,0,29,0,22,0,0,0,1,66,165,55748,2920
2021-01-12,17,0,58946,26,0,58716,170,23,0,29,0,17,0,0,0,1,52,170,55764,2930
2021-01-13,38,0,58984,28,0,58744,177,26,0,29,0,37,1,1,0,1,55,177,55787,2935
2021-01-14,45,0,59029,35,0,58779,202,11,0,29,0,44,1,0,1,0,41,202,55810,2947
2021-01-15,30,0,59059,14,0,58793,208,21,0,29,0,29,1,0,1,0,51,208,55818,2953
2021-01-16,24,0,59083,13,0,58806,216,24,0,29,0,19,5,1,4,0,54,216,55825,2959
2021-01-17,30,0,59113,62,0,58868,189,19,0,29,0,28,2,0,2,0,49,189,55881,2965
2021-01-18,14,0,59127,22,0,58890,186,14,0,29,0,12,2,0,2,0,44,186,55891,2977
2021-01-19,30,0,59157,26,0,58916,189,15,0,29,0,26,4,0,4,0,45,189,55910,2984
2021-01-20,40,0,59197,32,0,58948,197,15,0,29,0,36,4,0,4,1,44,197,55938,2988
2021-01-21,38,0,59235,33,0,58981,204,13,0,29,0,34,4,0,4,1,42,204,55966,2993
2021-01-22,15,0,59250,24,0,59005,197,11,0,29,0,14,1,0,1,1,40,197,55987,2996
2021-01-23,10,0,59260,32,0,59037,178,8,0,29,0,10,0,0,0,0,38,178,56016,2999
2021-01-24,48,0,59308,26,0,59063,188,20,0,29,0,48,0,0,0,0,50,188,56039,3002
2021-01-25,44,0,59352,25,0,59088,198,29,0,29,0,44,0,0,0,0,59,198,56601,3005
2021-01-26,14,0,59366,20,0,59108,201,20,0,29,0,14,0,0,0,0,50,201,56072,3014
2021-01-27,25,0,59391,18,0,59126,220,8,0,29,0,25,0,0,0,0,38,220,56082,3022
2021-01-28,34,0,59425,44,0,59170,208,10,0,29,0,34,0,0,0,0,40,208,56124,3024
2021-01-29,24,0,59449,33,0,59203,192,17,0,29,0,24,0,0,0,0,47,192,56154,3027
2021-01-30,58,0,59507,15,0,59218,236,16,0,29,0,55,3,0,3,0,46,236,56167,3029
2021-01-31,29,0,59536,32,0,59250,235,14,0,29,0,29,0,0,0,0,44,235,56192,3036
2021-02-01,29,0,59565,43,0,59293,220,15,0,29,0,29,0,0,0,0,45,220,56228,3043
2021-02-02,19,0,59584,30,0,59323,210,14,0,29,0,19,0,0,0,0,44,210,56253,3048
2021-02-03,18,0,59602,19,0,59342,214,9,0,29,0,18,0,0,0,0,39,214,56268,3052
2021-02-04,22,0,59624,28,0,59370,209,8,0,29,0,22,0,0,0,0,38,209,56294,3054
2021-02-05,25,0,59649,25,0,59395,206,11,0,29,0,23,2,1,1,1,40,206,56317,3056
2021-02-06,26,0,59675,32,0,59427,202,9,0,29,0,26,0,0,0,1,38,202,56342,3063
2021-02-07,24,0,59699,28,0,59455,201,6,0,29,0,23,1,1,0,1,35,201,56369,3064
2021-02-08,22,0,59721,51,0,59506,164,14,0,29,0,20,2,2,0,1,43,164,56416,3068
2021-02-09,11,0,59732,22,0,59528,157,10,0,29,0,11,0,0,0,1,39,157,56434,3072
2021-02-10,15,0,59747,20,0,59548,156,6,0,29,0,14,1,0,1,1,35,156,56449,3077
2021-02-11,12,0,59759,32,0,59580,139,3,0,29,0,9,3,3,0,1,32,139,56475,3083
2021-02-12,18,0,59777,11,0,59591,148,1,0,29,0,16,2,2,0,1,30,148,56486,3083
2021-02-13,9,0,59786,35,0,59626,119,4,0,29,0,9,0,0,0,1,33,119,56517,3087
2021-02-14,14,0,59800,17,0,59643,118,2,0,29,0,14,0,0,0,1,31,118,56532,3089
2021-02-15,9,0,59809,20,0,59663,103,6,0,29,0,9,0,0,0,1,35,103,56551,3090
2021-02-16,1,0,59810,20,0,59683,90,0,0,29,0,1,0,0,0,1,29,90,56567,3094
2021-02-17,11,0,59821,15,0,59698,91,-5,0,29,0,10,1,0,1,1,24,91,56580,3096
2021-02-18,11,0,59832,3,0,59701,104,-10,0,29,0,11,0,0,0,1,19,104,56580,3099
2021-02-19,14,0,59846,18,0,59719,100,-10,0,29,0,14,0,0,0,1,19,100,56595,3102
2021-02-20,12,0,59858,22,0,59741,90,-10,0,29,0,12,0,0,0,1,19,90,56613,3106
2021-02-21,11,0,59869,12,0,59753,87,-8,0,29,0,11,0,0,0,1,21,87,56623,3108
2021-02-22,10,0,59879,15,0,59768,85,-11,0,29,0,9,1,0,1,1,18,85,56629,3117
2021-02-23,4,0,59883,7,0,59775,82,-11,0,29,0,3,1,1,0,1,18,82,56634,3119
2021-02-24,7,0,59890,8,0,59783,82,-12,0,29,0,6,1,0,1,1,17,82,56639,3122
2021-02-25,10,0,59900,24,0,59807,70,-14,0,29,0,8,2,0,2,1,15,70,56658,3127
2021-02-26,13,0,59913,18,0,59825,66,-15,0,29,0,13,0,0,0,1,14,66,56674,3129
2021-02-27,12,0,59925,13,0,59838,65,-15,0,29,0,12,0,0,0,1,14,65,56687,3129
2021-02-28,11,0,59936,7,0,59845,66,-12,0,29,0,10,1,1,0,1,17,66,56692,3131
2021-03-01,12,0,59948,7,0,59852,69,-10,0,29,0,12,0,0,0,1,19,69,56698,3132
2021-03-02,8,0,59956,12,0,59864,66,-11,0,29,0,8,0,0,0,1,18,66,56708,3134
2021-03-03,23,0,59979,7,0,59871,83,-12,0,29,0,21,2,0,2,1,17,83,56714,3135
2021-03-04,19,0,59998,8,0,59879,88,-6,0,29,0,18,1,0,1,1,23,88,56721,3136
2021-03-05,9,0,60007,13,0,59892,91,-13,0,29,0,9,0,0,0,1,16,91,56731,3139
2021-03-06,13,0,60020,9,0,59901,90,-8,0,29,0,12,1,0,1,1,21,90,56737,3142
2021-03-07,13,0,60033,15,0,59916,86,-6,0,29,0,13,0,0,0,1,23,86,56746,3148
2021-03-08,13,0,60046,6,0,59922,96,-9,0,29,0,13,0,0,0,1,20,96,56750,3150
2021-03-09,6,0,60052,5,0,59927,97,-9,0,29,0,6,0,0,0,1,20,97,56754,3151
2021-03-10,10,0,60062,6,0,59933,97,-5,0,29,0,10,0,0,0,1,24,97,56760,3151
2021-03-11,8,0,60070,28,0,59961,81,-9,0,29,0,7,1,0,1,1,20,81,56785,3154
2021-03-12,10,0,60080,11,0,59972,80,-9,0,29,0,9,1,0,1,1,20,80,56793,3157
2021-03-13,8,0,60088,11,0,59983,80,-13,1,30,0,8,0,0,0,0,17,80,56804,3157
2021-03-14,17,0,60105,7,0,59990,90,-13,0,30,0,17,0,0,0,0,17,90,56807,3161
2021-03-15,12,0,60117,6,0,59996,93,-10,0,30,0,12,0,0,0,0,20,93,56812,3162
2021-03-16,11,0,60128,10,0,60006,93,-9,0,30,0,11,0,0,0,0,21,93,56822,3162
2021-03-17,9,0,60137,17,0,60023,87,-11,0,30,0,9,0,0,0,0,19,87,56835,3166
2021-03-18,15,0,60152,13,0,60036,94,-16,0,30,0,15,0,0,0,0,14,94,56842,3172
2021-03-19,15,0,60167,5,0,60041,103,-15,0,30,0,15,0,0,0,0,15,103,56846,3173
2021-03-20,17,0,60184,3,0,60044,115,-13,0,30,0,17,0,0,0,0,17,115,56849,3173
2021-03-21,12,0,60196,16,0,60060,110,-12,0,30,0,12,0,0,0,0,18,110,56864,3174
2021-03-22,12,0,60208,13,0,60073,106,-9,0,30,0,12,0,0,0,0,21,106,56876,3175
2021-03-23,13,0,60221,12,0,60085,103,-5,0,30,0,13,0,0,0,0,25,103,56885,3178
2021-03-24,15,0,60236,15,0,60100,103,-5,0,30,0,15,0,0,0,0,25,103,56899,3179
2021-03-25,17,0,60253,8,0,60108,112,-5,0,30,0,17,0,0,0,0,25,112,56904,3182
2021-03-26,12,0,60265,17,0,60125,105,-3,0,30,0,11,1,0,1,1,26,105,56919,3184
2021-03-27,23,0,60288,10,0,60135,113,2,0,30,0,22,1,0,1,1,31,113,56928,3185
2021-03-28,12,0,60300,9,0,60144,115,3,0,30,0,12,0,0,0,1,32,115,56935,3187
2021-03-29,21,0,60321,9,0,60153,121,9,0,30,0,21,0,0,0,1,38,121,56944,3187
2021-03-30,26,0,60347,7,0,60160,142,7,0,30,0,26,0,0,0,1,36,142,56950,3188
2021-03-31,34,0,60381,11,0,60171,165,7,0,30,0,33,1,0,1,1,36,165,56957,3192
2021-04-01,26,0,60407,12,0,60183,178,8,0,30,0,26,0,0,0,1,37,178,56967,3194
2021-04-02,43,0,60450,15,0,60198,204,10,0,30,0,43,0,0,0,1,39,204,56980,3196
2021-04-03,18,0,60468,9,0,60207,212,11,0,30,0,17,1,0,1,1,40,212,56989,3196
2021-04-04,10,0,60478,17,0,60224,206,10,0,30,0,10,0,0,0,1,39,206,57004,3198
2021-04-05,17,0,60495,12,0,60236,205,16,0,30,0,17,0,0,0,1,45,205,57014,3200
2021-04-06,24,0,60519,25,0,60261,202,18,0,30,0,24,0,0,0,1,47,202,57037,3202
2021-04-07,35,0,60554,21,0,60282,218,16,0,30,0,34,1,0,1,1,45,218,57504,3206
2021-04-08,21,0,60575,24,0,60306,218,13,0,30,0,21,0,0,0,1,42,218,57074,3210
2021-04-09,26,0,60601,20,0,60326,223,14,0,30,0,26,0,0,0,1,43,223,57090,3214
2021-04-10,32,0,60633,18,0,60344,236,15,0,30,0,31,1,0,1,1,44,236,57106,3216
2021-04-11,20,0,60653,13,0,60357,230,28,0,30,0,19,1,1,0,1,57,230,57118,3217
2021-04-12,25,0,60678,22,0,60379,235,26,0,30,0,25,0,0,0,1,55,235,57135,3222
2021-04-13,14,0,60692,17,0,60396,227,31,0,30,0,14,0,0,0,1,60,227,57146,3228
2021-04-14,27,0,60719,18,0,60414,236,31,0,30,0,26,1,0,1,2,59,236,57161,3231
2021-04-15,16,0,60735,25,0,60439,231,27,0,30,0,16,0,0,0,2,55,231,57183,3234
2021-04-16,34,0,60769,29,0,60468,242,21,0,30,0,32,2,0,2,2,49,242,57209,3237
2021-04-17,39,0,60808,17,0,60485,253,32,0,30,0,35,4,0,4,2,60,253,57224,3239
2021-04-18,23,0,60831,22,0,60507,248,38,0,30,0,22,1,0,1,2,66,248,57241,3244
2021-04-19,20,0,60851,18,0,60525,239,49,0,30,0,19,1,0,1,1,78,239,57256,3247
2021-04-20,14,0,60865,37,0,60562,221,44,0,30,0,13,1,1,0,1,73,221,57288,3252
2021-04-21,15,0,60880,36,0,60598,204,40,0,30,0,14,1,0,1,1,69,204,57315,3261
2021-04-22,24,0,60904,27,0,60625,204,37,0,30,0,22,2,1,1,1,66,204,57338,3265
2021-04-23,39,0,60943,10,0,60635,220,50,0,30,0,36,3,1,2,1,79,220,57346,3267
2021-04-24,23,0,60966,16,0,60651,219,58,0,30,0,18,5,0,5,1,87,219,57356,3273
2021-04-25,40,0,61006,33,0,60684,220,64,0,30,0,40,0,0,0,1,93,220,57386,3276
2021-04-26,45,0,61051,20,0,60704,230,79,0,30,0,43,2,1,1,0,109,230,57403,3279
2021-04-27,12,0,61063,22,0,60726,221,78,0,30,0,11,1,0,1,0,108,221,57418,3286
2021-04-28,23,0,61086,14,0,60740,226,82,0,30,0,20,3,0,3,0,112,226,57430,3288
2021-04-29,35,0,61121,20,0,60760,243,80,0,30,0,19,16,0,16,0,110,243,57446,3292
2021-04-30,24,0,61145,13,0,60773,251,83,0,30,0,15,9,0,9,0,113,251,57455,3296
2021-05-01,34,0,61179,14,0,60787,272,81,1,31,0,25,9,2,7,0,112,272,57469,3296
2021-05-02,39,0,61218,21,0,60808,275,96,0,31,0,25,14,0,14,0,126,275,57485,3301
2021-05-03,17,0,61235,20,0,60828,267,101,0,31,0,7,10,0,10,0,131,267,57502,3304
2021-05-04,17,0,61252,17,0,60845,267,101,0,31,0,12,5,0,5,2,129,267,57517,3306
2021-05-05,16,0,61268,21,0,60866,262,101,0,31,0,15,1,0,1,2,129,262,57535,3309
2021-05-06,18,0,61286,29,0,60895,262,90,0,31,0,16,2,0,2,1,119,262,57557,3316
2021-05-07,25,0,61311,33,0,60928,236,108,0,31,0,21,4,0,4,2,136,236,57586,3320
2021-05-08,20,0,61331,6,0,60934,255,103,0,31,0,13,7,0,7,2,131,255,57589,3323
2021-05-09,28,0,61359,21,0,60955,262,103,0,31,0,18,10,0,10,2,131,262,57606,3327
2021-05-10,19,0,61378,20,0,60975,259,105,0,31,0,16,3,0,3,3,132,259,57625,3328
2021-05-11,25,0,61403,22,0,60997,253,114,0,31,0,12,13,0,13,3,141,253,57643,3332
2021-05-12,16,0,61419,31,0,61028,239,113,0,31,0,6,10,0,10,3,140,239,57663,3343
2021-05-13,34,0,61453,23,0,61051,243,120,0,31,0,10,24,0,24,3,147,243,57682,3347
2021-05-14,52,0,61505,18,0,61069,247,150,0,31,0,28,24,0,24,3,177,247,57697,3350
2021-05-15,31,0,61536,15,0,61084,253,160,0,31,0,12,19,0,19,3,187,253,57708,3354
2021-05-16,49,0,61585,42,0,61126,243,177,0,31,0,11,38,0,38,2,205,243,57741,3363
2021-05-17,28,0,61613,19,0,61145,246,183,0,31,0,7,21,0,21,3,210,246,57754,3369
2021-05-18,38,0,61651,11,0,61156,266,190,0,31,0,11,27,0,27,5,215,266,57765,3369
2021-05-19,38,0,61689,49,0,61205,254,191,0,31,0,4,34,0,34,5,216,254,57807,3376
2021-05-20,41,0,61730,46,0,61251,229,210,1,32,0,14,27,0,27,4,236,229,57852,3377
2021-05-21,40,0,61770,13,0,61264,247,219,0,32,0,10,30,0,30,4,245,247,57861,3381
2021-05-22,29,0,61799,35,0,61299,235,225,0,32,0,7,22,0,22,5,250,235,57893,3384
2021-05-23,25,0,61824,17,0,61316,256,212,0,32,0,3,22,1,21,3,239,256,57903,3391
2021-05-24,36,0,61860,22,0,61338,268,214,0,32,0,12,24,0,24,3,241,268,57920,3396
2021-05-25,30,0,61890,13,0,61351,279,220,0,32,0,9,21,3,18,2,248,279,57932,3397
2021-05-26,26,0,61916,31,0,61382,282,212,0,32,0,2,24,1,23,2,240,282,57953,3407
2021-05-27,24,0,61940,12,0,61394,291,215,0,32,0,9,15,1,14,2,243,291,57965,3407
2021-05-28,30,0,61970,35,0,61429,290,211,0,32,0,15,15,0,15,3,238,290,57993,3414
2021-05-29,33,0,62003,16,0,61445,322,196,0,32,0,10,23,0,23,3,223,322,57997,3426
2021-05-30,25,0,62028,11,0,61456,339,192,1,33,0,6,19,0,19,3,219,339,58005,3429
2021-05-31,23,0,62051,25,0,61481,336,193,0,33,0,7,16,0,16,2,221,336,58021,3438
2021-06-01,18,0,62069,22,0,61503,338,187,0,33,0,3,15,0,15,2,215,338,58037,3444
2021-06-02,31,0,62100,42,0,61545,328,186,0,33,0,7,24,0,24,2,214,328,58069,3454
2021-06-03,45,0,62145,34,0,61579,324,201,0,33,0,10,35,0,35,2,229,324,58093,3464
2021-06-04,13,0,62158,23,0,61602,316,199,0,33,0,6,7,0,7,2,227,316,58110,3470
2021-06-05,18,0,62176,33,0,61635,323,177,0,33,0,5,13,0,13,2,205,323,58133,3480
2021-06-06,20,0,62196,22,0,61657,321,177,0,33,0,14,6,0,6,2,205,321,58145,3490
2021-06-07,14,0,62210,25,0,61682,313,174,0,33,0,9,5,0,5,2,202,313,58166,3494
2021-06-08,9,0,62219,42,0,61724,296,157,1,34,0,5,4,1,3,2,185,296,58197,3505
2021-06-09,4,0,62223,38,0,61762,291,128,0,34,0,2,2,0,2,1,157,291,58231,3509
2021-06-10,13,0,62236,25,0,61787,287,120,0,34,0,9,4,0,4,1,149,287,58251,3514
2021-06-11,9,0,62245,34,0,61821,279,103,0,34,0,6,3,0,3,1,132,279,58272,3527
2021-06-12,18,0,62263,39,0,61860,266,95,0,34,0,9,9,0,9,1,124,266,58301,3537
2021-06-13,13,0,62276,31,0,61891,243,100,0,34,0,3,10,0,10,1,129,243,58323,3546
2021-06-14,25,0,62301,25,0,61916,235,108,0,34,0,6,19,1,18,2,136,235,58341,3553
2021-06-15,14,0,62315,17,0,61933,233,107,0,34,0,0,14,0,14,2,135,233,58351,3560
2021-06-16,24,0,62339,20,0,61953,228,116,0,34,0,5,19,0,19,1,145,228,58366,3565
2021-06-17,27,0,62366,29,0,61982,221,121,0,34,0,7,20,0,20,1,150,221,58388,3572
2021-06-18,16,0,62382,27,0,62009,209,122,0,34,0,2,14,0,14,1,151,209,58409,3578
2021-06-19,21,0,62403,36,0,62045,193,123,0,34,0,7,14,0,14,1,152,193,58438,3585
2021-06-20,11,0,62414,19,0,62064,196,112,0,34,0,2,9,0,9,1,141,196,58450,3592
2021-06-21,16,0,62430,28,0,62092,191,104,1,35,0,3,13,0,13,0,134,191,58459,3611
2021-06-22,18,0,62448,28,0,62120,173,112,0,35,0,3,15,0,15,2,140,173,58486,3612
2021-06-23,22,0,62470,15,0,62135,181,111,0,35,0,9,13,0,13,5,136,181,58496,3617
2021-06-24,23,0,62493,27,0,62162,182,106,0,35,0,9,14,0,14,4,132,182,58517,3623
2021-06-25,20,0,62513,21,0,62183,178,109,0,35,0,5,15,0,15,4,135,178,58532,3629
2021-06-26,17,0,62530,20,0,62203,170,113,1,36,0,4,13,0,13,4,139,170,58543,3638
2021-06-27,14,0,62544,14,0,62217,165,118,0,36,0,2,12,0,12,4,144,165,58555,3640
2021-06-28,9,0,62553,17,0,62234,170,105,0,36,0,5,4,0,4,3,132,170,58570,3642
2021-06-29,10,0,62563,7,0,62241,179,99,0,36,0,5,5,0,5,3,126,179,58576,3643
2021-06-30,16,0,62579,9,0,62250,182,103,0,36,0,11,5,0,5,4,129,182,58584,3644
2021-07-01,10,0,62589,6,0,62256,192,97,0,36,0,6,4,0,4,3,124,192,58589,3645
2021-07-02,10,0,62599,16,0,62272,194,89,0,36,0,7,3,0,3,2,117,194,58601,3649
2021-07-03,7,0,62606,15,0,62287,192,83,0,36,0,3,4,0,4,2,111,192,58614,3651
2021-07-04,11,0,62617,21,0,62308,192,73,0,36,0,10,1,0,1,2,101,192,58629,3657
2021-07-05,13,0,62630,13,0,62321,193,72,0,36,0,7,6,0,6,3,99,193,58636,3663
2021-07-06,10,0,62640,14,0,62335,192,69,0,36,0,8,2,1,1,3,96,192,58647,3666
2021-07-07,12,0,62652,28,0,62363,185,60,0,36,0,7,5,0,5,3,87,185,58669,3672
2021-07-08,16,0,62668,22,0,62385,185,54,0,36,0,13,3,0,3,2,82,185,58687,3676
2021-07-09,10,0,62678,11,0,62396,183,55,0,36,0,9,1,0,1,2,83,183,58698,3676
2021-07-10,6,0,62684,23,0,62419,175,46,0,36,0,6,0,0,0,2,74,175,58717,3680
2021-07-11,8,0,62692,17,0,62436,165,47,0,36,0,7,1,0,1,2,75,165,58728,3686
2021-07-12,26,0,62718,18,0,62454,170,50,0,36,0,18,8,0,8,2,78,170,58744,3688
2021-07-13,26,0,62744,21,0,62475,161,64,0,36,0,7,19,0,19,2,92,161,58761,3692
2021-07-14,60,0,62804,14,0,62489,176,95,0,36,0,4,56,0,56,1,124,176,58773,3694
2021-07-15,48,0,62852,14,0,62503,155,150,0,36,0,6,42,0,42,1,179,155,58783,3698
2021-07-16,61,0,62913,17,0,62520,195,154,0,36,0,8,53,0,53,1,183,195,58794,3704
